ASSETNUM;NUM_DTO;NUM_BARRIO;CODIGO_ESPECIE;PERIMETRO;NUM_PARQUE;ALTURA_TOTAL;edad_arbol;estado_sanitario;riesgo_caida;necesidad_poda;fecha_ultima_poda;coste_mantenimiento
5614385;4;43;LLU;113;4;16;48;REGULAR;MEDIO;1;2022-05-12;203.8
2015701;8;87;RPS;113;0;10;38;MALO;MEDIO;0;2025-01-26;174.77
2016527;8;86;UPU;113;0;11;36;REGULAR;MEDIO;0;2025-01-29;114.94
1702802;2;24;CDE;113;0;15;44;REGULAR;MEDIO;0;2024-11-27;144.29
1766254;16;164;PAL;113;0;16;47;MALO;ALTO;1;2023-01-08;282.16
1716768;2;21;SJA;113;0;12;33;SANO;BAJO;0;2024-12-09;79.67
2038880;8;85;PPI;113;0;9;31;REGULAR;MEDIO;0;2025-01-21;95.84
2035140;8;86;PPI;113;0;6;18;SANO;BAJO;1;2024-08-04;121.04
2038374;8;85;PPI;113;0;7;20;SANO;BAJO;0;2025-11-04;64.25
2032166;8;86;PHA;113;0;11;47;REGULAR;MEDIO;0;2025-10-07;105.59
2041619;8;84;CAD;113;0;11;37;REGULAR;MEDIO;0;2024-12-29;111.4
1758689;4;44;TIC;113;0;14;41;REGULAR;MEDIO;1;2024-10-17;214.82
2054370;8;81;PDA;113;0;12;31;SANO;BAJO;0;2025-04-15;68.14
2031991;3;33;PPI;113;0;12;40;REGULAR;MEDIO;0;2025-09-25;102.63
2066687;8;85;PDA;113;0;13;37;REGULAR;MEDIO;0;2025-04-13;145.24
2028457;3;33;UPU;113;0;16;41;REGULAR;MEDIO;1;2025-01-04;172.37
2019758;4;44;TOC;113;0;11;41;MALO;MEDIO;0;2025-01-03;180.81
2040508;3;33;UPU;113;0;14;49;REGULAR;MEDIO;0;2025-03-09;145.59
2048238;3;36;TAX;113;0;10;35;REGULAR;MEDIO;0;2025-09-11;125.33
2120614;9;93;RPS;113;0;8;23;SANO;BAJO;0;2025-11-12;68.94
2069071;3;32;PCP;113;0;8;22;SANO;BAJO;0;2025-04-11;63.41
2058069;3;32;PDA;113;0;11;44;SANO;MEDIO;0;2025-04-09;135.49
2078056;3;33;CAT;113;0;7;27;SANO;MEDIO;0;2025-07-26;85.33
2129585;9;97;PAB;113;0;13;41;SANO;BAJO;0;2025-07-05;99.22
2128965;9;93;RPS;113;0;11;32;REGULAR;MEDIO;0;2025-05-22;134.59
2202771;5;56;PAB;113;0;15;41;REGULAR;MEDIO;0;2025-09-16;136.15
2137363;9;97;PPI;113;0;9;31;REGULAR;MEDIO;0;2025-03-06;123.39
1616705;5;55;PDA;113;0;15;40;REGULAR;MEDIO;1;2022-09-02;179.68
2145932;9;97;PPI;113;0;15;49;MALO;ALTO;1;2024-05-09;258.63
2146125;8;83;CAU;113;0;6;25;REGULAR;MEDIO;0;2025-11-02;88.22
1623125;5;55;MNI;113;0;9;34;SANO;BAJO;1;2024-02-19;157.12
2149701;9;91;SJA;113;0;14;43;REGULAR;MEDIO;0;2025-03-13;124.17
1627221;5;54;PDA;113;0;12;41;REGULAR;MEDIO;0;2025-01-26;118.69
1634103;5;54;PDA;113;0;14;51;REGULAR;MEDIO;0;2025-05-30;176.11
1634187;5;54;ANE;113;0;9;21;SANO;BAJO;0;2025-07-08;79.63
1667936;7;75;PPI;113;0;8;29;SANO;BAJO;0;2025-04-21;72.18
2162259;8;86;POX;113;0;12;35;REGULAR;MEDIO;0;2025-11-28;112.03
1643227;5;52;PDA;113;0;15;43;REGULAR;MEDIO;0;2024-11-15;152.77
2174465;8;83;CAU;113;0;7;23;SANO;BAJO;0;2025-11-14;98.17
1787144;15;151;PPI;112;0;10;32;REGULAR;MEDIO;0;2025-06-24;122.54
2042563;20;206;PDA;112;0;12;39;REGULAR;MEDIO;1;2023-04-04;181.58
2168591;9;96;PPI;112;0;8;25;SANO;BAJO;0;2025-10-10;62.33
9848034;3;35;CSI;112;1;13;35;REGULAR;MEDIO;0;2024-11-21;133.19
1594901;9;96;PDA;112;0;12;43;SANO;MEDIO;1;2022-09-22;170.87
1690705;1;11;CAU;112;0;9;37;SANO;BAJO;0;2025-01-25;63.56
2031238;20;206;PDA;112;0;12;33;SANO;MEDIO;1;2022-01-20;149.58
1639490;1;11;PDA;112;0;11;41;REGULAR;MEDIO;0;2025-11-08;113.31
1827643;8;87;MEA;112;0;7;38;SANO;BAJO;1;2024-06-12;151.67
2138030;6;62;ANE;112;0;12;33;REGULAR;MEDIO;0;2025-03-24;131.86
2131891;6;62;PDA;112;0;18;47;MALO;ALTO;1;2025-01-16;281.17
1736930;6;63;UPU;112;0;13;40;REGULAR;MEDIO;0;2025-08-02;134.28
2113427;6;63;PDA;112;0;15;47;REGULAR;MEDIO;0;2025-05-31;140.34
1894262;15;157;PDA;112;0;12;36;SANO;BAJO;0;2025-03-03;92.76
1897047;15;159;UPU;112;0;11;40;REGULAR;MEDIO;0;2025-01-05;120.42
1893472;15;156;UPU;112;0;11;39;MALO;ALTO;1;2024-11-02;235.04
1897341;15;158;ANE;112;0;11;40;REGULAR;MEDIO;0;2025-09-28;100.77
1924154;15;152;UPU;112;0;11;39;SANO;MEDIO;0;2025-09-26;105.99
1926162;15;159;UPU;112;0;12;37;REGULAR;MEDIO;1;2022-04-07;190.42
1930285;15;157;ANE;112;0;12;39;REGULAR;MEDIO;0;2025-10-20;145.03
1945480;15;151;MAL;112;0;10;33;SANO;BAJO;1;2023-03-10;147.12
5714120;9;91;PDA;112;2;19;59;MALO;ALTO;0;2025-07-23;233.21
1945387;15;153;SJA;112;0;12;39;REGULAR;MEDIO;0;2025-03-14;147.26
9851407;3;35;AHI;112;1;9;31;REGULAR;MEDIO;0;2024-12-14;118.04
2145635;7;75;AHI;112;0;7;16;SANO;BAJO;0;2024-11-24;64.93
1957602;15;158;ANE;112;0;11;34;SANO;MEDIO;0;2025-03-15;113.03
5723712;9;91;GTR;112;2;16;46;REGULAR;MEDIO;1;2024-07-04;201.5
1969614;15;159;PDA;112;0;12;38;REGULAR;MEDIO;1;2021-12-19;164.34
1664944;2;24;CDE;112;0;12;38;REGULAR;MEDIO;0;2025-06-06;105.64
9848794;3;35;QIL;112;1;7;20;SANO;BAJO;0;2025-04-20;82.58
9847637;3;35;AHI;112;1;11;33;REGULAR;MEDIO;0;2025-05-20;115.65
9848895;3;35;UMI;112;1;10;32;SANO;BAJO;0;2025-08-06;72.44
2180489;9;92;UPU;112;0;15;47;REGULAR;MEDIO;0;2025-11-18;144.32
9846155;3;35;AHI;112;1;8;33;REGULAR;MEDIO;1;2022-04-15;170.67
2145421;8;81;PDA;112;0;15;47;REGULAR;MEDIO;0;2024-12-16;147.86
9850919;3;35;AHI;112;1;13;37;REGULAR;MEDIO;0;2024-12-15;136.45
9848671;3;35;AHI;112;1;8;34;SANO;BAJO;0;2025-01-30;89.21
9851722;3;35;GTR;112;1;12;38;REGULAR;MEDIO;0;2025-06-12;101.84
9851757;3;35;AHI;112;1;13;47;SANO;MEDIO;1;2022-09-30;190.08
9863141;3;35;CEO;112;1;11;34;REGULAR;MEDIO;0;2024-12-25;118.71
9850059;3;35;AHI;112;1;10;31;SANO;BAJO;0;2025-07-23;103.05
9851776;3;35;AHI;112;1;14;41;REGULAR;MEDIO;1;2024-03-20;212.36
9851465;3;35;AHI;112;1;12;37;REGULAR;MEDIO;0;2025-09-05;143.7
9854136;3;35;CBI;112;1;8;25;SANO;MEDIO;0;2025-04-07;105.64
9853870;3;35;UPU;112;1;14;48;REGULAR;MEDIO;1;2023-03-30;178.32
9854620;3;35;AHI;112;1;10;28;SANO;MEDIO;0;2025-02-09;113.34
9854752;3;35;AHI;112;1;12;33;REGULAR;MEDIO;0;2025-01-13;119.84
9855219;3;35;AHI;112;1;13;35;REGULAR;MEDIO;0;2025-04-02;120.36
5265461;16;166;OEU;112;15;2;20;SANO;BAJO;0;2025-03-15;74.49
9854800;3;35;AHI;112;1;11;35;SANO;MEDIO;1;2024-03-29;137.36
9854807;3;35;AHI;112;1;15;41;REGULAR;MEDIO;1;2024-03-17;164.79
9857223;3;35;AHI;112;1;10;39;SANO;MEDIO;0;2025-01-18;110.25
9857201;3;35;AHI;112;1;11;32;SANO;BAJO;0;2025-09-16;105.95
5700856;9;91;ULX;112;2;15;51;MALO;MEDIO;1;2022-02-16;202.97
5266029;16;166;OEU;112;15;6;30;SANO;BAJO;0;2025-07-30;72.91
9855759;3;35;AHI;112;1;11;38;SANO;BAJO;0;2024-11-21;89.83
9856512;3;35;AHI;112;1;13;38;REGULAR;MEDIO;0;2025-02-21;123.88
9857367;3;35;PDA;112;1;19;59;MALO;ALTO;0;2024-12-12;245.13
5640663;9;93;PDU;112;8;6;19;SANO;BAJO;0;2025-11-20;75.68
9856855;3;35;UPU;112;1;19;60;SECO;ALTO;0;2020-10-03;263.73
5648347;9;93;PPI;112;8;6;27;REGULAR;MEDIO;1;2024-10-29;157.97
7140474;9;93;PPI;112;8;7;25;SANO;BAJO;0;2025-02-27;98.48
9857331;3;35;UMI;112;1;9;30;SANO;BAJO;0;2025-05-06;84.54
9859591;3;35;QIL;112;1;9;30;SANO;BAJO;0;2024-11-27;97.0
9859872;3;35;QIL;112;1;6;28;SANO;BAJO;1;2025-01-26;99.95
9858782;3;35;AHI;112;1;12;31;REGULAR;MEDIO;1;2025-03-02;150.69
9857834;3;35;PDA;112;1;14;47;REGULAR;ALTO;1;2023-07-05;227.36
9858730;3;35;AHI;112;1;15;43;REGULAR;MEDIO;1;2022-06-14;173.19
9858392;3;35;PAL;112;1;18;63;MALO;ALTO;1;2024-08-15;326.42
5707181;9;91;SJA;112;2;22;65;MALO;ALTO;1;2023-07-21;325.29
1691357;2;24;PHA;112;0;15;50;MALO;ALTO;0;2025-04-18;226.26
5710201;9;91;SJA;112;2;13;45;MALO;MEDIO;1;2023-07-11;224.59
1667065;5;52;PDA;112;0;17;49;REGULAR;MEDIO;1;2023-07-22;175.45
9860199;3;35;PDA;112;1;16;51;REGULAR;MEDIO;0;2025-07-09;152.2
1994948;10;104;PPI;112;0;8;23;SANO;BAJO;0;2025-03-10;59.19
1694713;4;44;UPU;112;0;8;25;SANO;BAJO;0;2025-09-04;99.95
2003391;8;83;PPI;112;0;7;30;SANO;MEDIO;0;2025-11-23;86.68
1700945;2;26;PDA;112;0;15;43;REGULAR;MEDIO;1;2022-11-13;181.8
1653678;7;75;UPU;112;0;13;33;REGULAR;MEDIO;0;2025-04-11;126.76
1702000;4;46;PDA;112;0;16;43;REGULAR;MEDIO;0;2025-03-31;132.18
2142163;9;91;CAT;112;0;13;46;MALO;MEDIO;0;2025-12-04;205.8
2013783;8;86;POS;112;0;10;30;SANO;BAJO;0;2025-05-12;89.39
1707257;2;22;SJA;112;0;12;44;REGULAR;MEDIO;0;2025-01-02;151.25
1707377;2;21;PPI;112;0;9;31;REGULAR;MEDIO;0;2025-02-05;100.01
2014903;8;86;UPU;112;0;13;44;MALO;ALTO;0;2025-11-22;213.26
1716391;2;22;CBI;112;0;13;33;REGULAR;MEDIO;0;2024-12-16;98.8
1714192;2;22;PPI;112;0;10;29;SANO;BAJO;1;2024-11-09;121.36
2038389;8;85;PPI;112;0;7;21;SANO;BAJO;1;2024-06-19;125.09
1755457;4;44;ANE;112;0;9;30;REGULAR;MEDIO;1;2022-05-05;171.23
1758064;4;44;CSE;112;0;12;45;REGULAR;MEDIO;0;2025-11-22;125.95
1762462;4;44;UPU;112;0;13;40;REGULAR;MEDIO;1;2023-08-07;176.75
1765281;2;21;SJA;112;0;12;40;REGULAR;MEDIO;1;2022-02-13;169.31
1762570;2;22;PIX;112;0;10;33;REGULAR;MEDIO;0;2025-03-04;128.66
1763306;4;44;CAR;112;0;12;31;SANO;MEDIO;1;2024-01-20;158.75
2054368;8;81;PDA;112;0;13;37;REGULAR;MEDIO;1;2023-12-22;175.28
2060039;8;86;PDA;112;0;10;35;SANO;MEDIO;0;2025-07-12;101.6
2067196;8;84;PDA;112;0;15;56;REGULAR;MEDIO;0;2025-07-23;127.81
2036091;3;33;AHI;112;0;12;41;SANO;BAJO;1;2025-04-29;160.4
2018110;4;44;PAB;112;0;14;41;REGULAR;MEDIO;0;2024-12-05;139.0
2065798;8;87;PDA;112;0;12;44;MALO;ALTO;0;2025-12-12;247.02
2066763;8;85;PDA;112;0;13;45;MALO;ALTO;1;2025-04-06;270.52
2065999;8;87;PDA;112;0;12;43;REGULAR;MEDIO;0;2025-10-25;109.35
2037883;3;33;UPU;112;0;12;35;SANO;BAJO;0;2025-07-08;88.62
2037942;3;33;PDA;112;0;16;43;REGULAR;MEDIO;1;2022-01-24;184.0
2041492;3;33;PPI;112;0;7;31;REGULAR;MEDIO;0;2025-03-27;141.36
2051243;3;33;PAV;112;0;9;38;SANO;BAJO;0;2025-05-07;91.88
2049586;3;32;UPU;112;0;13;40;SANO;MEDIO;0;2025-06-13;109.39
2117802;9;97;CDE;112;0;13;40;REGULAR;MEDIO;1;2022-08-02;174.1
2123284;9;94;UPU;112;0;13;42;REGULAR;MEDIO;1;2024-08-31;139.24
2122182;9;94;UPU;112;0;10;38;SANO;BAJO;0;2025-12-11;81.85
2124176;8;87;BPE;112;0;11;38;REGULAR;MEDIO;1;2024-10-21;187.17
2126617;8;85;PDA;112;0;16;46;REGULAR;MEDIO;1;2021-12-10;182.07
2109390;3;35;PDA;112;0;15;46;REGULAR;MEDIO;1;2023-11-06;170.35
2125606;9;94;CAU;112;0;9;29;SANO;MEDIO;0;2025-11-20;118.27
2077829;5;56;UPU;112;0;9;33;SANO;BAJO;0;2025-07-25;81.82
2078496;3;35;PDA;112;0;14;38;REGULAR;MEDIO;1;2023-12-20;192.18
2134685;8;81;UPU;112;0;11;40;MALO;MEDIO;0;2025-10-22;180.56
2132849;8;85;PDA;112;0;13;40;SANO;MEDIO;1;2023-04-17;183.76
2112179;3;36;ANE;112;0;11;40;REGULAR;MEDIO;1;2022-10-17;169.11
5205290;4;44;ULX;112;0;10;37;SANO;BAJO;1;2024-05-12;142.49
7935632;3;36;AUN;112;0;6;29;SANO;BAJO;0;2025-03-09;77.33
2136205;9;94;PDA;112;0;12;40;REGULAR;MEDIO;1;2025-04-21;192.2
2153525;9;91;SJA;112;0;18;60;MALO;ALTO;0;2025-12-04;212.54
1561198;3;35;PDA;112;0;16;50;MALO;ALTO;0;2025-07-15;230.74
2140233;8;86;PPI;112;0;7;21;SANO;BAJO;0;2025-08-24;67.97
2135811;9;97;PDA;112;0;15;43;MALO;MEDIO;0;2025-07-05;176.91
2205244;5;56;PAB;112;0;17;57;REGULAR;MEDIO;1;2022-10-03;189.55
2136829;9;97;CAU;112;0;12;41;REGULAR;MEDIO;1;2024-07-09;160.66
2137069;9;97;PPI;112;0;7;25;SANO;BAJO;1;2021-12-08;116.5
2137772;9;94;APL;112;0;9;19;SANO;MEDIO;0;2025-01-24;66.45
1616620;5;55;PDA;112;0;12;47;SANO;MEDIO;0;2025-10-12;100.9
1617717;5;55;UPU;112;0;10;35;REGULAR;MEDIO;0;2025-05-25;120.45
1617914;5;51;SJA;112;0;12;43;REGULAR;MEDIO;0;2025-07-20;139.19
2145448;9;97;CBI;112;0;8;32;SANO;BAJO;0;2025-01-24;86.11
1612938;5;55;SJA;112;0;8;25;SANO;MEDIO;0;2025-07-12;71.75
1621712;5;54;SJA;112;0;7;18;SANO;BAJO;0;2025-05-03;113.25
2160103;9;97;PDA;112;0;18;56;MALO;ALTO;0;2025-03-31;235.4
1631226;5;54;UPU;112;0;10;36;REGULAR;MEDIO;0;2025-08-08;122.65
1631993;5;54;UPU;112;0;9;30;REGULAR;MEDIO;0;2025-12-01;120.79
1636888;5;51;PDA;112;0;11;22;SANO;BAJO;1;2024-04-14;122.16
2150054;9;91;SJA;112;0;13;42;REGULAR;MEDIO;1;2025-04-14;213.44
1636895;5;51;PDA;112;0;11;42;SANO;BAJO;0;2025-08-28;86.72
1706521;2;21;PPI;112;0;8;29;SANO;BAJO;0;2025-03-12;87.88
1638026;5;52;AAL;112;0;11;34;SANO;MEDIO;0;2025-02-10;105.02
1629529;5;51;PDA;112;0;11;33;SANO;BAJO;0;2025-05-26;90.28
1633981;5;54;PDA;112;0;10;37;REGULAR;MEDIO;1;2023-06-17;141.16
1641097;5;51;SJA;112;0;8;31;SANO;BAJO;0;2025-11-17;97.99
2167777;9;96;GTR;112;0;13;39;REGULAR;MEDIO;1;2022-09-27;178.49
1641758;5;56;PDA;112;0;13;44;REGULAR;MEDIO;1;2024-02-09;170.48
1643871;5;51;RPS;112;0;10;29;SANO;MEDIO;0;2025-10-16;91.28
2165669;9;96;PPI;111;0;7;24;SANO;BAJO;0;2024-12-07;82.22
1586710;9;93;UPU;111;0;9;32;SANO;MEDIO;0;2025-02-28;91.85
1639099;1;11;UPU;111;0;13;41;REGULAR;MEDIO;0;2024-11-28;126.97
1642313;1;16;PDA;111;0;12;46;REGULAR;MEDIO;0;2025-08-17;147.11
2069003;1;11;UPU;111;0;15;45;REGULAR;MEDIO;0;2024-11-15;161.13
1878202;8;87;UPU;111;0;13;33;SANO;MEDIO;0;2025-12-11;110.56
2132294;6;62;AHI;111;0;13;40;REGULAR;MEDIO;1;2023-10-18;196.65
2131844;6;62;PDA;111;0;17;52;REGULAR;MEDIO;0;2025-05-16;157.46
2095798;8;87;PDA;111;0;12;34;REGULAR;MEDIO;0;2025-02-24;149.34
1914864;15;151;SJA;111;0;12;34;REGULAR;MEDIO;0;2025-08-21;117.87
1633129;5;53;SJA;111;0;8;30;SANO;BAJO;0;2025-03-21;61.07
1899879;15;159;PPI;111;0;10;41;REGULAR;MEDIO;0;2025-01-28;113.4
1901303;15;159;PDA;111;0;12;42;REGULAR;MEDIO;0;2025-04-24;150.28
1906774;15;159;UPU;111;0;9;29;SANO;MEDIO;0;2025-04-18;102.2
1906241;15;156;CSE;111;0;9;33;REGULAR;MEDIO;1;2022-09-04;172.75
1899714;15;159;PDA;111;0;11;33;REGULAR;MEDIO;0;2025-07-26;111.39
1929627;15;157;PDA;111;0;11;37;REGULAR;MEDIO;1;2022-06-27;158.81
1936805;15;153;SJA;111;0;15;43;REGULAR;MEDIO;0;2025-10-25;144.48
2178336;9;92;PDA;111;0;15;44;REGULAR;MEDIO;1;2023-08-03;191.03
1749444;4;41;SJA;111;0;12;29;REGULAR;MEDIO;0;2025-01-14;126.45
1956262;15;154;UPU;111;0;16;57;MALO;ALTO;0;2025-02-27;240.41
5723043;9;91;AHI;111;2;17;53;REGULAR;ALTO;0;2025-02-15;170.52
2113181;8;84;PDA;111;0;14;51;MALO;MEDIO;0;2024-12-22;167.36
1967692;15;152;UPU;111;0;14;43;REGULAR;MEDIO;0;2025-10-10;127.87
9848770;3;35;QIL;111;1;5;28;REGULAR;MEDIO;0;2025-09-05;110.22
9862835;3;35;CSI;111;1;12;37;SANO;BAJO;1;2022-10-29;133.4
9847618;3;35;LJA;111;1;11;30;SANO;MEDIO;1;2023-12-21;150.31
9846853;3;35;AHI;111;1;8;26;SANO;BAJO;0;2025-08-15;81.04
9848928;3;35;AHI;111;1;9;29;SANO;BAJO;0;2025-12-12;93.65
9849226;3;35;PAB;111;1;16;48;REGULAR;MEDIO;0;2025-01-11;152.15
9851136;3;35;CAT;111;1;15;44;REGULAR;MEDIO;0;2025-04-03;115.39
9851500;3;35;AHI;111;1;12;32;REGULAR;MEDIO;0;2025-02-25;143.42
9851838;3;35;AHI;111;1;12;31;SANO;MEDIO;0;2025-01-14;104.29
9852594;3;35;UMI;111;1;16;55;MALO;ALTO;0;2025-12-14;242.96
9854002;3;35;UMI;111;1;13;45;REGULAR;MEDIO;0;2025-10-13;125.48
9854783;3;35;AHI;111;1;13;39;REGULAR;MEDIO;0;2024-12-27;110.31
9854307;3;35;AHI;111;1;16;58;MALO;MEDIO;1;2022-10-13;207.8
9855139;3;35;AHI;111;1;12;36;SANO;MEDIO;0;2025-05-22;99.52
9854632;3;35;AHI;111;1;18;55;REGULAR;ALTO;0;2025-01-07;198.7
9855958;3;35;GTR;111;1;8;32;SANO;BAJO;0;2025-09-14;107.75
9856400;3;35;AHI;111;1;9;25;SANO;BAJO;1;2022-05-06;102.09
9856144;3;35;AHI;111;1;11;30;SANO;BAJO;0;2025-04-09;100.92
1770114;17;171;PAL;111;0;15;49;REGULAR;MEDIO;1;2022-07-04;175.55
9858414;3;35;AHI;111;1;9;36;REGULAR;MEDIO;0;2025-01-24;120.84
9860430;3;35;AHI;111;1;9;29;SANO;MEDIO;0;2025-02-24;73.83
9858609;3;35;CEO;111;1;9;37;REGULAR;MEDIO;0;2025-05-19;117.1
9856817;3;35;PAL;111;1;19;61;MALO;ALTO;0;2025-03-23;225.12
9859280;3;35;AHI;111;1;14;49;REGULAR;MEDIO;0;2025-08-10;128.7
9858695;3;35;AHI;111;1;15;49;REGULAR;MEDIO;0;2025-02-23;112.53
1690972;4;43;PAB;111;0;9;31;REGULAR;MEDIO;1;2023-10-13;146.63
1671948;5;52;PDA;111;0;12;30;SANO;MEDIO;0;2024-11-14;110.55
1692930;4;44;PCP;111;0;7;19;SANO;BAJO;0;2025-01-14;75.82
2000309;10;103;PDA;111;0;13;45;MALO;MEDIO;1;2024-02-26;205.95
2007461;8;86;PPI;111;0;6;16;SANO;BAJO;0;2025-09-04;76.99
1702122;4;46;SJA;111;0;13;39;SANO;MEDIO;0;2025-01-18;114.42
1716609;2;22;PDA;111;0;22;65;MALO;ALTO;0;2025-03-25;250.19
2038377;8;85;PPI;111;0;7;24;REGULAR;MEDIO;0;2025-01-18;90.92
2018254;8;88;PPI;111;0;7;31;SANO;BAJO;0;2025-09-29;102.53
1755220;4;44;PIA;111;0;17;49;MALO;ALTO;1;2024-04-23;256.63
2050052;10;107;GTR;111;0;10;30;SANO;MEDIO;0;2025-05-01;105.39
2058352;8;85;PDA;111;0;16;43;MALO;ALTO;0;2025-10-12;220.87
2060240;8;84;PDA;111;0;15;48;REGULAR;MEDIO;1;2024-06-30;187.44
2017783;4;44;PDA;111;0;17;51;REGULAR;MEDIO;1;2023-03-10;196.9
2018023;4;44;PDA;111;0;17;53;REGULAR;MEDIO;1;2025-05-12;209.6
2019418;4;44;TOC;111;0;9;24;SANO;BAJO;0;2025-08-28;80.25
2028471;3;33;PDA;111;0;15;40;REGULAR;ALTO;0;2025-09-19;183.56
2039929;3;33;UPU;111;0;12;44;REGULAR;MEDIO;0;2025-05-13;137.84
2040387;3;33;UPU;111;0;14;35;SANO;MEDIO;0;2025-02-02;95.4
2075783;8;86;PDA;111;0;16;39;REGULAR;MEDIO;0;2024-12-01;154.98
2076171;8;86;PDA;111;0;13;43;REGULAR;MEDIO;1;2023-09-29;165.07
2050662;3;32;ANE;111;0;12;38;REGULAR;MEDIO;0;2025-11-14;154.28
2116544;9;93;LJA;111;0;9;36;SANO;BAJO;0;2025-06-29;105.95
2055224;3;33;PPI;111;0;7;22;SANO;BAJO;0;2025-05-25;83.92
2123374;9;94;CSE;111;0;12;32;SANO;MEDIO;0;2025-04-09;115.11
2128087;9;93;RPS;111;0;10;28;REGULAR;MEDIO;1;2024-03-04;155.32
2108553;3;35;PDA;111;0;11;29;SANO;MEDIO;0;2025-09-03;72.75
2108398;3;31;PDA;111;0;16;48;REGULAR;MEDIO;1;2024-03-11;194.9
2124181;8;87;PPI;111;0;8;28;REGULAR;MEDIO;0;2025-05-04;111.94
2134784;8;81;PDA;111;0;13;40;REGULAR;MEDIO;0;2025-06-28;122.8
2133334;9;91;UPU;111;0;12;39;SANO;BAJO;0;2025-06-20;82.12
2135917;9;97;CAU;111;0;11;34;SANO;MEDIO;0;2025-11-04;113.21
6151668;3;31;RPS;111;0;15;51;MALO;ALTO;0;2025-10-17;213.76
2135033;8;84;CSE;111;0;10;34;MALO;MEDIO;0;2025-10-15;154.08
2136271;9;93;PDA;111;0;13;42;REGULAR;MEDIO;0;2025-05-28;129.65
1563607;3;31;PDA;111;0;16;47;MALO;ALTO;0;2025-03-29;228.58
1621567;5;53;SJA;111;0;11;40;REGULAR;MEDIO;1;2022-11-28;194.25
1621749;5;54;MNI;111;0;8;26;SANO;BAJO;1;2025-03-01;153.02
1644763;7;75;PPI;111;0;8;29;SANO;BAJO;1;2024-03-09;141.41
1636930;5;51;SJA;111;0;8;30;REGULAR;MEDIO;1;2023-09-26;161.95
1638648;7;75;PPI;111;0;8;16;SANO;BAJO;0;2025-09-02;45.79
1648721;5;55;PDA;111;0;15;49;MALO;ALTO;1;2023-02-08;271.18
1814655;15;158;PTR;110;0;14;40;REGULAR;MEDIO;0;2025-01-08;112.68
1771721;15;155;ANE;110;0;9;40;REGULAR;MEDIO;1;2023-11-21;174.05
1932202;8;84;PHA;110;0;7;31;SANO;BAJO;0;2024-12-20;70.87
1926223;13;136;ANE;110;0;10;35;SANO;BAJO;0;2025-05-23;68.0
2068680;2;26;UPU;110;0;13;44;MALO;ALTO;1;2022-05-25;276.16
1744768;2;25;PDA;110;0;15;47;MALO;ALTO;1;2022-10-31;273.81
1600307;9;97;PPI;110;0;10;36;REGULAR;MEDIO;0;2025-08-29;135.48
9846660;3;35;PPI;110;1;9;22;SANO;BAJO;1;2022-04-06;92.64
1758856;4;44;PDA;110;0;20;69;MALO;ALTO;0;2025-08-03;223.75
2101493;12;121;CDE;110;0;11;31;REGULAR;MEDIO;0;2025-06-22;122.44
1935608;13;131;UPU;110;0;18;56;MALO;ALTO;1;2024-08-30;254.75
1885747;8;83;RPS;110;0;11;39;REGULAR;MEDIO;1;2024-10-28;158.45
2110900;6;65;PDA;110;0;12;31;REGULAR;MEDIO;0;2024-11-17;135.93
2109516;6;65;PPI;110;0;8;26;SANO;MEDIO;0;2025-08-10;75.36
2113055;6;62;PHA;110;0;13;40;REGULAR;MEDIO;1;2023-11-14;168.81
2113462;6;62;CSE;110;0;16;46;MALO;ALTO;0;2024-12-24;239.11
2115021;6;63;MFL;110;0;8;28;SANO;BAJO;0;2025-06-23;98.44
2123239;6;61;CAU;110;0;7;27;SANO;BAJO;0;2024-12-26;40.11
5720176;9;91;CAT;110;2;13;48;REGULAR;MEDIO;0;2025-02-17;137.04
1860960;13;134;CBI;110;0;9;32;REGULAR;MEDIO;0;2024-12-07;114.66
5720382;9;91;CAU;110;2;15;45;REGULAR;MEDIO;1;2024-12-12;190.77
2127568;6;65;PPI;110;0;7;27;SANO;BAJO;0;2025-09-07;80.46
2128347;6;65;UPU;110;0;12;38;REGULAR;MEDIO;0;2025-01-14;120.72
2133089;6;62;CAT;110;0;13;37;REGULAR;MEDIO;0;2025-02-26;129.79
9848180;3;35;AHI;110;1;9;31;SANO;BAJO;0;2025-10-31;80.61
1930179;15;159;PDA;110;0;11;27;SANO;MEDIO;0;2025-05-06;116.42
1936196;15;154;UPU;110;0;11;37;REGULAR;MEDIO;1;2022-03-27;166.38
1926891;15;157;AAL;110;0;12;32;SANO;BAJO;0;2025-09-01;86.96
1925355;15;159;PDA;110;0;12;46;REGULAR;MEDIO;0;2025-03-15;137.29
1656004;5;53;RPS;110;0;9;34;SANO;BAJO;1;2022-02-02;142.84
2175759;9;92;UPU;110;0;15;40;REGULAR;MEDIO;0;2025-02-04;145.87
1914852;15;154;UPU;110;0;14;43;REGULAR;MEDIO;1;2022-08-19;169.82
5714283;9;91;PDA;110;2;18;59;REGULAR;MEDIO;1;2024-04-30;163.25
9862745;3;35;AHI;110;1;11;38;REGULAR;MEDIO;0;2024-11-23;122.85
1960036;15;154;PDA;110;0;15;49;REGULAR;MEDIO;1;2024-06-12;166.46
9848482;3;35;AHI;110;1;9;27;REGULAR;MEDIO;0;2025-02-13;119.3
1961384;15;153;PDA;110;0;15;40;REGULAR;MEDIO;0;2025-12-17;148.26
